iccs,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS07041,P_HTHAB,FR	: 	2.82 	2.20 	1.89 	1.52 	1.37 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,HR	: 	0.52 	1.01 	0.63 	0.14 	1.38 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,HU	: 	3.08 	1.92 	2.46 	0.89 	0.52 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,IS	: 	79.09 	68.63 	29.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,IT	: 	3.11 	3.31 	3.24 	3.20 	2.98 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,LI	: 	149.69 	182.40 	128.56 	129.60 	180.75 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,LT	: 	2.97 	1.86 	1.96 	0.74 	1.11 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,LV	: 	21.75 	17.45 	10.13 	6.31 	6.09 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,ME	: 	6.43 	5.79 	29.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,MT	: 	20.41 	7.29 	6.94 	12.60 	17.10 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,NL	: 	10.75 	8.00 	5.24 	4.10 	3.59 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,NO	: 	2.92 	2.63 	1.78 	2.21 	2.19 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,PL	: 	1.71 	3.40 	1.26 	0.98 	0.89 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,PT	: 	0.46 	0.35 	0.30 	0.24 	0.17 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,RO	: 	1.24 	3.31 	2.24 	3.24 	4.83 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,RS	: 	1.65 	2.51 	1.96 	0.53 	0.17 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,SE	: 	90.08 	66.21 	67.06 	31.39 	20.01 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,SI	: 	: 	: 	: 	: 	2.47 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,SK	: 	1.41 	1.14 	2.04 	2.15 	2.14 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,TR	: 	: 	: 	: 	: 	1.26 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,XK	: 	0.22 	0.33 	0.17 	0.28 	0.23 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,AL	202 	107 	84 	67 	77 	84 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,AT	15089 	12585 	7292 	2762 	3187 	13103 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,BA	168 	63 	8 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,BE	8509 	9350 	6401 	5461 	3985 	3660 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,BG	51 	48 	66 	58 	71 	58 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,CY	146 	174 	72 	59 	49 	40 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,CZ	1866 	1287 	1092 	893 	784 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,DE	: 	14416 	13026 	11495 	12954 	15060 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,EE	250 	255 	197 	205 	167 	130 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,EL	387 	367 	349 	280 	193 	142 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,ES	7480 	6243 	5477 	4576 	4441 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,FI	1972 	1594 	1142 	918 	935 	1008 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,FR	16035 	13807 	11400 	9943 	10169 	10549 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,HR	1297 	1033 	2812 	1376 	1186 	1703 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,HU	: 	4301 	3242 	3622 	5069 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,IE	107 	71 	101 	37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,IT	19930 	17990 	14915 	12042 	9430 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,LT	705 	460 	439 	545 	629 	497 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,LV	18 	5 	5 	18 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,ME	9 	5 	6 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,MT	398 	320 	211 	224 	187 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,NL	: 	: 	4865 	2945 	2320 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,PL	6171 	6115 	5540 	2852 	2873 	3130 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,PT	1496 	1672 	1319 	924 	976 	801 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,RO	1502 	1203 	1226 	1320 	1074 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,SE	11566 	8949 	9052 	8827 	7058 	7553 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,SI	167 	222 	239 	237 	202 	273 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,SK	72 	62 	71 	57 	26 	243 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,NR,XK	: 	: 	: 	: 	154 	181 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,AL	7.14 	3.76 	2.93 	2.33 	2.68 	2.92 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,AT	168.92 	141.39 	82.31 	31.31 	36.33 	150.60 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,BE	73.64 	81.15 	55.88 	47.91 	35.10 	32.36 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,BG	0.74 	0.69 	0.94 	0.82 	1.00 	0.81 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,CY	16.29 	19.59 	8.22 	6.83 	5.73 	4.72 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,CZ	17.44 	12.03 	10.25 	8.42 	7.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,DE	: 	17.33 	15.69 	13.88 	15.70 	18.33 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,EE	18.80 	19.19 	14.87 	15.54 	12.69 	9.88 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,EL	3.62 	3.42 	3.25 	2.61 	1.79 	1.32 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,ES	15.78 	13.19 	11.67 	9.81 	9.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,FI	35.64 	28.85 	20.70 	16.65 	16.99 	18.37 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,FR	23.70 	20.51 	16.97 	14.83 	15.22 	15.83 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,HR	32.13 	25.45 	68.99 	33.52 	28.55 	40.64 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,HU	: 	44.02 	33.17 	37.04 	51.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,IE	2.14 	1.43 	2.06 	0.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,IT	33.64 	30.16 	24.93 	19.91 	15.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,LT	25.22 	16.46 	15.71 	19.40 	22.09 	17.21 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,LV	0.95 	0.26 	0.26 	0.93 	0.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,ME	1.45 	0.80 	0.96 	0.16 	0.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,MT	77.12 	62.19 	42.75 	47.09 	40.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,NL	: 	: 	28.15 	17.14 	13.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,PL	16.31 	16.11 	14.59 	7.51 	7.57 	8.24 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,PT	14.53 	16.24 	12.83 	8.98 	9.47 	7.75 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,RO	7.82 	6.22 	6.31 	6.76 	5.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,SE	111.43 	86.65 	88.48 	87.22 	70.61 	76.67 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,SI	7.92 	10.59 	11.49 	11.47 	9.78 	13.23 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,SK	1.32 	1.14 	1.30 	1.05 	0.48 	4.48 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0903,P_HTHAB,XK	: 	: 	: 	: 	8.63 	10.22 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,AL	27 	15 	38 	32 	13 	10 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,AT	90 	94 	119 	79 	74 	57 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,BA	58 	88 	52 	21 	29 	28 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,BE	489 	312 	304 	263 	285 	242 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,BG	66 	89 	106 	103 	65 	67 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,CH	21 	42 	57 	11 	64 	70 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,CY	0 	0 	0 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,CZ	22 	18 	24 	9 	5 	11 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,DE	696 	594 	579 	535 	572 	563 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,EE	1 	3 	5 	16 	34 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,EL	358 	395 	377 	335 	459 	405 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,ES	1668 	1317 	1165 	1425 	1136 	1211 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,FI	3 	3 	2 	1 	0 	2 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,FR	2169 	1651 	1607 	1551 	1548 	1339 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,HR	20 	28 	25 	15 	18 	17 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,IT	704 	602 	556 	614 	691 	780 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,LI	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,LT	5 	10 	0 	9 	2 	0 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,LU	61 	36 	18 	29 	25 	22 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,ME	50 	111 	63 	121 	57 	27 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,MT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,PL	896 	872 	493 	457 	576 	485 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,PT	3 	5 	8 	6 	10 	10 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,RO	589 	489 	546 	687 	969 	1051 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,RS	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,SI	4 	1 	5 	4 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,SK	14 	10 	6 	9 	6 	6 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,TR	: 	: 	: 	: 	: 	6647 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,NR,XK	: 	5 	3 	2 	5 	5 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,AL	0.95 	0.53 	1.33 	1.11 	0.45 	0.35 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,AT	1.01 	1.06 	1.34 	0.90 	0.84 	0.66 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,BE	4.23 	2.71 	2.65 	2.31 	2.51 	2.14 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,BG	0.95 	1.28 	1.51 	1.46 	0.92 	0.94 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,CH	0.24 	0.49 	0.67 	0.13 	0.76 	0.84 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,CY	0.00 	0.00 	0.00 	0.12 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,CZ	0.21 	0.17 	0.23 	0.08 	0.05 	0.10 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,DE	0.84 	0.71 	0.70 	0.65 	0.69 	0.69 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,EE	0.08 	0.23 	0.38 	1.21 	2.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,EL	3.35 	3.69 	3.52 	3.12 	4.26 	3.76 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,ES	3.52 	2.78 	2.48 	3.05 	2.44 	2.61 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,FI	0.05 	0.05 	0.04 	0.02 	0.00 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,FR	3.21 	2.45 	2.39 	2.31 	2.32 	2.01 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,HR	0.50 	0.69 	0.61 	0.37 	0.43 	0.41 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,IT	1.19 	1.01 	0.93 	1.02 	1.14 	1.29 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,LI	: 	: 	: 	: 	: 	2.66 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,LT	0.18 	0.36 	0.00 	0.32 	0.07 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,LU	9.61 	5.75 	2.93 	4.82 	4.23 	3.82 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,ME	8.05 	17.85 	10.13 	19.44 	9.16 	4.34 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,MT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,PL	2.37 	2.30 	1.30 	1.20 	1.52 	1.28 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,PT	0.03 	0.05 	0.08 	0.06 	0.10 	0.10 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,RO	3.07 	2.53 	2.81 	3.52 	4.93 	5.32 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,RS	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,SI	0.19 	0.05 	0.24 	0.19 	0.05 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,SK	0.26 	0.18 	0.11 	0.17 	0.11 	0.11 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,TR	: 	: 	: 	: 	: 	8.44 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS09051,P_HTHAB,XK	: 	0.28 	0.17 	0.11 	0.28 	0.28 	: 	: 	: 	: 	: 	: 	: 	: 
